"School.Name","Principal","Grades","Division.Schools","Street.Adress.and.Phone.Number","Phone.Number","City","Zip","State"
"Midlothian Middle","Dr. Patrick Stanfield","06-08","Chesterfield County Public Schools","13501 Midlothian Turnpike","804-378-2460","Midlothian","23113-4215","VA"
"Midway Elementary","Mr. Randal W. Johnson","09-12","Dinwiddie County Public Schools","5511 Midway Rd","804-265-4205","Church Road","23833","VA"
"Miles Jones Elementary","Mrs. Sonya Shaw","08-12","Richmond Public Schools","200 Beaufont Hill Drive","804-319-3185","Richmond","23225","VA"
"Mill Run Elementary","Mr. John Cornely","05-07","Loudoun County Public Schools","42940 Ridgeway Drive","571-252-2160","Ashburn","20148","VA"
"Millboro Elementary","Mrs. Allison Hicklin","09-12","Bath County Public Schools","411 Church Street","540-997-5452","Millboro","24460","VA"
"Millbrook High","Ms. Joanne Altendorf","02-03","Frederick County Public Schools","251 First Woods Dr.","540-545-2800","Winchester","22603","VA"
"Mills E. Godwin High","Leigh R. Dunavant","09-12","Henrico County Public Schools","2101 Pump Rd","804-750-2600","Richmond","23238","VA"
"Minnieville Elementary","Ms. Deborah Ellis","09-12","Prince William County Public Schools","13639 Greenwood Dr","703-670-6106","Woodbridge","22193","VA"
"Monacan High","William Broyles","09-12","Chesterfield County Public Schools","11501 Smoketree Dr.","804-378-2480","Richmond","23236-2534","VA"
"Monelison Middle","Ms. Lea Gray","06-08","Amherst County Public Schools","257 Trojan Rd","434-846-1307","Madison Heights","24572","VA"
"Montclair Elementary","Ms. Amanda Parks","08-12","Prince William County Public Schools","4920 Tallowwood Dr","703-730-1072","Dumfries","22025","VA"
"Monterey Elementary","Ms. Morgan Johnson-Strother","09-12","Roanoke Public Schools","4501 Oliver Rd NE","540-853-2933","Roanoke","24012","VA"
"Montessori Public School of Arlington","Catharina Genove","06-08","Arlington County Public Schools","701 S Highland Street","703-228-8871","Arlington","22204","VA"
"Montevideo Middle","Ms. Jackie Baker","09-12","Rockingham County Public Schools","7648 McGaheysville Rd","540-289-3401","Penn Laird","22846","VA"
"Montgomery Central","Mr. Mike Stanley","09-12","Montgomery County Public Schools","208 College St.","540-381-6100","Christiansburg","24073","VA"
"Monticello High","Rick Vrhovac","09-12","Albemarle County Public Schools","1400 Independence Way","434-244-3100","Charlottesville","22902-8745","VA"
"Montrose Elementary","Ted Durniak","06-08","Henrico County Public Schools","2820 Williamsburg Rd","804-226-8765","Richmond","23231","VA"
"Montross Middle","Mr. William E. Bowen","09-12","Westmoreland County Public Schools","8884 Menokin Road","804-493-9818","Montross","22520","VA"
"Montvale Elementary","Kevin Spaulding","06-08","Bedford County Public Schools","One Little Patriot Dr","540-947-2241","Montvale","24122","VA"
"Moorefield Station Elementary","Paula Williams","06-08","Loudoun County Public Schools","22325 Mooreview Parkway","571-252-2380","Ashburn","20148","VA"
"Morningside Elementary","Ms. Megan Arthur","09-12","Roanoke Public Schools","1716 Wilson Avenue, SE","540-853-2991","Roanoke","24013","VA"
"Mosaic Elementary","Mahri Aste","09-12","Fairfax County Public Schools","9819 Five Oaks Rd","703-937-1600","Fairfax","22031","VA"
"Moss-Nuckols Elementary","Anita Roane","09-12","Louisa County Public Schools","2055 Courthouse Road","540-967-1347","Louisa","23093","VA"
"Mount Airy Elementary","Ms. Pamela J. Fields","03-05","Pittsylvania County Public Schools","100 Mt Airy Elementary Cir","434-630-1816","Gretna","24557","VA"
"Mount Daniel Elementary","Mr. Tim Kasik","06-08","Falls Church Public Schools","2328 N Oak St","703-248-5640","Falls Church","22046","VA"
"Mount Eagle Elementary","Jean Consolla","07-08","Fairfax County Public Schools","6116 N Kings Hwy","703-721-2100","Alexandria","22303","VA"
"Mount Hermon Preschool Center","Mrs. Patricia S Williams","06-08","Portsmouth Public Schools","3000 North St.","757-393-8825","Portsmouth","23707-1939","VA"
"Mount Olivet Elementary","Mrs. Elizabeth Minter","09-12","Henry County Public Schools","255 Lancer Lane","276-638-1022","Martinsville","24112","VA"
"Mount Pleasant Elementary","Dana Stevens","09-12","Roanoke County Public Schools","3216 Mt Pleasant Blvd","540-427-1879","Roanoke","24014","VA"
"Mount Vernon Elementary","Liza Burrell-Aldana","09-12","Alexandria Public Schools","2601 Commonwealth Ave","703-706-4460","Alexandria","22305","VA"
"Mount Vernon Elementary","Kristin Bolam","09-12","York County Public Schools","310 Mt Vernon Dr","757-898-0480","Yorktown","23693","VA"
"Mount Vernon High","JoVon Rogers","09-12","Fairfax County Public Schools","8515 Old Mount Vernon Rd","703-619-3100","Alexandria","22309","VA"
"Mount Vernon Woods Elementary","Clint Mitchell","06-08","Fairfax County Public Schools","4015 Fielding St","703-619-2800","Alexandria","22309","VA"
"Mountain View Elementary","Cyndi Wells","06-08","Albemarle County Public Schools","1757 Avon Street Extended","434-293-7455","Charlottesville","22902-8708","VA"
"Mountain View Elementary","April C. Easton","09-12","Alleghany County Public Schools","100 Gleason Dr.","540-863-1737","Covington","24426","VA"
"Mountain View Elementary","Ms. Jill M. Broaddus","06-08","Loudoun County Public Schools","36803 Allder School Rd.","540-751-2550","Purcellville","21032","VA"
"Mountain View Elementary","Ms. Adriane Harrison","07-08","Prince William County Public Schools","5600 McLeod Way","703-754-4161","Haymarket","20169","VA"
"Mountain View Elementary","Kathryn Foley","09-12","Roanoke County Public Schools","5901 Plantation Circle","540-561-8175","Roanoke","24019","VA"
"Mountain View Elementary","Ms. Melanie T. Camden","09-12","Rockbridge County Public Schools","20 Burger Circle","540-261-2418","Buena Vista","24416","VA"
"Mountain View Elementary","Mr. Drew S. Miller","06-08","Rockingham County Public Schools","2800 Rawley Pike","540-438-1965","Harrisonburg","22801","VA"
"Mountain View High","Joseph Thompson","09-12","Fairfax County Public Schools","5775 Spindle Ct","703-227-2316","Centreville","20121-2497","VA"
"Mountain View High","Mr. Michael J. Dorman","09-12","Shenandoah County Public Schools","150 Stonewall Ln","540-477-2732","Quicksburg","22847-1429","VA"
"Mountain View High","Dr. James D. Stemple Jr.","09-12","Stafford County Public Schools","2135 Mountain View Road","540-658-6840","Stafford","22556","VA"
"Nandua High","Mr. Deon Garner","09-12","Accomack County Public Schools","26350 Lankford Highway","757-787-4514","Onley","23418","VA"
"Nandua Middle","Mr. John Killmon","06-08","Accomack County Public Schools","20330 Warrior Dr.","757-787-7037","Onley","23418","VA"
"Nansemond Parkway Elementary","Dr. Janet Wright-Davis","09-12","Suffolk Public Schools","3012 Nansemond Pkwy","757-923-4167","Suffolk","23434","VA"
"Nansemond River High","Dr. Shawn Green","09-12","Suffolk Public Schools","3301 Nansemond Pkwy","757-923-4101","Suffolk","23435","VA"
"Naomi L. Brooks Elementary","Suzanne Hess","05-06","Alexandria Public Schools","600 Russell Rd","703-706-4440","Alexandria","22301","VA"
"Narrows Elementary/Middle","Mr. Christopher R Gautier","09-12","Giles County Public Schools","401 Wolf St","540-726-2391","Narrows","24124","VA"
"Narrows High","Mr. Brian K Bowles","09-12","Giles County Public Schools","1 Green Wave Lane","540-726-2384","Narrows","24124","VA"
"Nathanael Greene Elementary","Adam Midock","06-08","Greene County Public Schools","8094 Spotswood Trail","434-939-9001","Stanardsville","22973","VA"
"Nathanael Greene Primary","Danielle Alicea","06-08","Greene County Public Schools","64 Monroe Drive","434-939-9002","Stanardsville","22973","VA"
"Natural Bridge Elementary","Mr. Rick Bain","09-12","Rockbridge County Public Schools","42 Natural Bridge School Rd.","540-291-2292","Natural Bridge Station","24479","VA"
"Navy Elementary","Jonathan Coch","05-07","Fairfax County Public Schools","3500 W Ox Rd","703-262-7100","Fairfax","22033","VA"
"Neabsco Elementary","Mr. Christopher Tsang","06-08","Prince William County Public Schools","3800 Cordell Ave","703-670-2147","Woodbridge","22193","VA"
"Nelson County High","Mr. Kevin Walker","06-08","Nelson County Public Schools","6919 Thomas Nelson Hwy","434-263-8317","Lovingston","22949","VA"
"Nelson Middle","Dr. Todd Jones","06-08","Nelson County Public Schools","6925 Thomas Nelson Highway","434-263-4801","Lovingston","22949","VA"
"New Castle Elementary","Ms. Heather A. Quinn","06-08","Virginia Beach Public Schools","4136 Dam Neck Road","757-648-3080","Virginia Beach","23456","VA"
"New Kent Elementary","Ms. Amy Stamm","09-12","New Kent County Public Schools","11705 New Kent Hwy","804-966-9663","New Kent","23124","VA"
"New Kent High","Mr. Chris Valdrighi","09-12","New Kent County Public Schools","7365 Egypt Rd","804-966-9671","New Kent","23124","VA"
"New Kent Middle","Mr. Frank Wheeler","06-08","New Kent County Public Schools","7501 Egypt Road","804-966-9655","New Kent","23124","VA"
"New London Academy Elementary","Mr. Joel Abe","06-08","Bedford County Public Schools","12400 E Lynchburg-Salem Trnpk","434-525-2177","Forest","24551","VA"
"Newington Forest Elementary","Angela Thompson","06-08","Fairfax County Public Schools","8001 Newington Forest Ave","703-923-2600","Springfield","22153","VA"
"Newsome Park Elementary","Dr. Darra White","09-12","Newport News Public Schools","4200 Marshall Ave","757-928-6810","Newport News","23607","VA"
"Newton-Lee Elementary","Shawn Lyons","07-08","Loudoun County Public Schools","43335 Gloucester Parkway","571-252-1535","Ashburg","20147","VA"
"Newtown Elementary","LaTishia A. Wilson","06-08","Virginia Beach Public Schools","5277 Learning Circle","757-648-3120","Virginia Beach","23462","VA"
"Ni River Middle","Brian Bartoszek","06-08","Spotsylvania County Public Schools","11632 Catharpin Rd","540-785-3990","Spotsylvania","22553","VA"
"Nickelsville Elementary","Mrs. Tracy Stallard","06-08","Scott County Public Schools","11415 Nickesville Hwy","Null","Null","Null","Null"
"Noel C. Taylor Academy At Oakland","Mr. David Baylor","06-08","Roanoke Public Schools","3229 Williamson Road NW","540-853-1461","Roanoke","24012","VA"
"Norfolk Highlands Primary","Mrs. Shawnia C. Smiley","06-08","Chesapeake Public Schools","1115 Myrtle Ave","757-578-7092","Chesapeake","23325","VA"
"Norge Elementary","Veronda Matthews","03-05","Williamsburg-James City County Public Schools","7311 Richmond Rd","757-564-3372","Williamsburg","23188","VA"
"North Elementary","Mr. Travis Ridley","06-08","Colonial Heights Public Schools","3201 Dale Ave","804-524-3430","Colonial Heights","23834-3798","VA"
"North Elementary","Theresa Marshall","08-12","Prince George County Public Schools","11106 Old Stage Rd","804-458-8922","Prince George","23875","VA"
"North Fork Middle","Ms. Annmarie Noonan","09-12","Shenandoah County Public Schools","1018 Caverns Road","540-477-2953","Quicksburg","22847-1419","VA"
"North Landing Elementary","Ms. Jill S. Barger","09-12","Virginia Beach Public Schools","2929 N Landing Rd","757-648-3160","Virginia Beach","23456-2468","VA"
"North River Elementary","Mrs. Lori A. Cox","05-06","Augusta County Public Schools","3395 Scenic Hwy","540-350-2463","Mount Solon","22843","VA"
"North Springfield Elementary","Chad McRae","06-08","Fairfax County Public Schools","7602 Heming Court","703-658-5500","Springfield","22151","VA"
"North Stafford High","Mr. Daniel P. Hornick","03-05","Stafford County Public Schools","839 Garrisonville Rd","540-658-6150","Stafford","22556","VA"
"Northampton High","Mr. Michael Myers","04-06","Northampton County Public Schools","16041 Courthouse Road","757-678-5151","Eastville","23347","VA"
"Northampton Middle","Dr. Ron Yorko","09-12","Northampton County Public Schools","16041 Courthouse Road","757-678-5151","Eastville","23347","VA"
"Northern Shores Elementary","Mrs. Lori White","06-08","Suffolk Public Schools","6701 Respass Beach Rd","757-923-4169","Suffolk","23435","VA"
"Northside High","Jill Green","06-08","Roanoke County Public Schools","6758 Northside High School Rd","540-561-8155","Roanoke","24019","VA"
"Northside Middle","Letisha Lawrence","06-08","Norfolk Public Schools","8720 Granby St","757-531-3150","Norfolk","23503","VA"
"Northside Middle","Dr. Paul Lineburg","09-12","Roanoke County Public Schools","6810 Northside High School Rd","540-561-8145","Roanoke","24019","VA"
"Northumberland Elementary","Ms. Martha Williams","PK-5","Northumberland County Public Schools","757 Academic Lane","804-580-8032","Heathsville","22473","VA"
"Northumberland High","Dr. Travis Burns","06-08","Northumberland County Public Schools","201 Academic Lane","804-580-5192","Heathsville","22473","VA"
"Northumberland Middle","Mr. Patrick Simmons","06-08","Northumberland County Public Schools","175 Academic Lane","804-580-5753","Heathsville","22473","VA"
"Northwood High","Mr. Stacy Poston","09-12","Smyth County Public Schools","305 Panther Ln","276-496-7751","Saltville","24370","VA"
"Northwood Middle","Mrs. Mariann Blevins","06-08","Smyth County Public Schools","156 Long Hollow Rd","276-624-3341","Saltville","24370","VA"
"Norton Elementary","Mr. Scott Addison","06-08","Norton Public Schools","205 E Park Ave","276-679-0971","Norton","24273","VA"
"Norview Elementary","Kathryn Caple","07-08","Norfolk Public Schools","6401 Chesapeake Blvd","757-852-4660","Norfolk","23513","VA"
"Norview High","Mr. Walter Brower","09-12","Norfolk Public Schools","6501 Chesapeake Blvd","757-852-4500","Norfolk","23513","VA"
"Norview Middle","Brandi Smedley","09-12","Norfolk Public Schools","6325 Sewells Point Rd","757-852-4600","Norfolk","23513","VA"
"Nottingham Elementary","Dr. Eileen Gardner","06-08","Arlington County Public Schools","5900 Little Falls Road","703-228-5290","Arlington","22207","VA"
"Nottoway Elementary","Susan Melbye","09-12","Southampton County Public Schools","13093 Ivor Rd.","757-859-6539","Sedley","23878","VA"
"Nottoway High","Mr. Reginald Wilson","09-12","Nottoway County Public Schools","5267 Old Nottoway Rd","434-292-5373","Crewe","23930","VA"
"Nottoway Intermediate","Dr. Chandra Lewis","08-12","Nottoway County Public Schools","5285 Old Nottoway Road","434-292-5353","Crewe","23930","VA"
"Nottoway Middle","Mrs. Jane Geyer","09-12","Nottoway County Public Schools","5279 Old Nottoway Rd","434-292-5375","Crewe","23930","VA"
"Nuckols Farm Elementary","Crystal M. Metzger","09-12","Henrico County Public Schools","12351 Graham Meadows Dr","804-364-0840","Richmond","23233","VA"
"O. Trent Bonner Middle","Mr. Wayne Mayo","07-08","Danville Public Schools","300 Apollo Ave","434-799-6446","Danville","24540","VA"
"O.B. Gates Elementary","Giuliana Brink","09-12","Chesterfield County Public Schools","10001 Courthouse Rd.","804-768-6195","Chesterfield","23832-6655","VA"
"Oak Grove Elementary","Dr. Cindy Klimaitis","09-12","Roanoke County Public Schools","5005 Grandin Rd Extension","540-772-7580","Roanoke","24018","VA"
"Oak Grove/Bellemeade Elementary","James Gordon","09-12","Richmond Public Schools","2200 Ingram St","804-780-5008","Richmond","23224-6710","VA"
"Oak Hill Elementary","Holly DeVore","06-08","Fairfax County Public Schools","3210 Kinross Circle","703-467-3500","Herndon","20171-3300","VA"
"Oak Knoll Middle","Ms. Caroline S. Harris","06-08","Hanover County Public Schools","10295 Chamberlayne Rd.","804-365-4740","Mechanicsville","23116","VA"
"Oak Point Elementary","Ms. Jennifer Sayers","06-08","Smyth County Public Schools","138 OAK POINT DR","276-783-2609","Marion","24354","VA"
"Oak Street Elementary","Mr. Paul Swanson","07-08","Falls Church Public Schools","601 S Oak St","703-248-5660","Falls Church","22046","VA"
"Oak View Elementary","Sarah Brooker","06-08","Fairfax County Public Schools","5004 Sideburn Rd","703-764-7100","Fairfax","22032","VA"
"Oakland Elementary","Mr. Larry F. Williams","08-12","Carroll County Public Schools","4930 Pipers Gap Road","276-236-3049","Galax","24333","VA"
"Oakland Elementary","Candace Myrick","09-12","Suffolk Public Schools","5505 Godwin Blvd","757-923-5248","Suffolk","23434","VA"
"Oakridge Elementary","Dr. Lynne Wright","06-08","Arlington County Public Schools","1414 24th St S","703-228-5840","Arlington","22202","VA"
"Oakton Elementary","Christine Kelley","09-12","Fairfax County Public Schools","3000 Chain Bridge Rd","703-937-6100","Oakton","22124","VA"
