"Division","School","Subgroup","Percent.Below.10","Percent.above.10"
"Nelson County Public Schools","Rockfish River Elementary","Black",100,0
"Nelson County Public Schools","Rockfish River Elementary","Economically Disadvantaged",93.1,6.9
"Nelson County Public Schools","Rockfish River Elementary","English Learners",95.2,4.8
"Nelson County Public Schools","Rockfish River Elementary","Female",95.8,4.2
"Nelson County Public Schools","Rockfish River Elementary","Hispanic",100,0
"Nelson County Public Schools","Rockfish River Elementary","Homeless",NA,NA
"Nelson County Public Schools","Rockfish River Elementary","Male",94.5,5.5
"Nelson County Public Schools","Rockfish River Elementary","Multiple Races",96,4
"Nelson County Public Schools","Rockfish River Elementary","Students with Disabilities",83.3,16.7
"Nelson County Public Schools","Rockfish River Elementary","White",94.2,5.8
"Nelson County Public Schools","Tye River Elementary","All Students",89.3,10.7
"Nelson County Public Schools","Tye River Elementary","American Indian",NA,NA
"Nelson County Public Schools","Tye River Elementary","Asian",100,0
"Nelson County Public Schools","Tye River Elementary","Black",96.2,3.8
"Nelson County Public Schools","Tye River Elementary","Economically Disadvantaged",85.7,14.3
"Nelson County Public Schools","Tye River Elementary","English Learners",88.9,11.1
"Nelson County Public Schools","Tye River Elementary","Female",90.7,9.3
"Nelson County Public Schools","Tye River Elementary","Hispanic",92.9,7.1
"Nelson County Public Schools","Tye River Elementary","Homeless",NA,NA
"Nelson County Public Schools","Tye River Elementary","Male",88,12
"Nelson County Public Schools","Tye River Elementary","Multiple Races",85.7,14.3
"Nelson County Public Schools","Tye River Elementary","Students with Disabilities",83.3,16.7
"Nelson County Public Schools","Tye River Elementary","White",87.3,12.7
"New Kent County Public Schools","George W. Watkins Elementary","All Students",92.3,7.7
"New Kent County Public Schools","George W. Watkins Elementary","American Indian",NA,NA
"New Kent County Public Schools","George W. Watkins Elementary","Asian",100,0
"New Kent County Public Schools","George W. Watkins Elementary","Black",92.6,7.4
"New Kent County Public Schools","George W. Watkins Elementary","Economically Disadvantaged",87.3,12.7
"New Kent County Public Schools","George W. Watkins Elementary","English Learners",90,10
"New Kent County Public Schools","George W. Watkins Elementary","Female",91.2,8.8
"New Kent County Public Schools","George W. Watkins Elementary","Hispanic",87.9,12.1
"New Kent County Public Schools","George W. Watkins Elementary","Homeless",NA,NA
"New Kent County Public Schools","George W. Watkins Elementary","Male",93.3,6.7
"New Kent County Public Schools","George W. Watkins Elementary","Multiple Races",84.2,15.8
"New Kent County Public Schools","George W. Watkins Elementary","Students with Disabilities",86.8,13.2
"New Kent County Public Schools","George W. Watkins Elementary","White",92.9,7.1
"New Kent County Public Schools","New Kent Elementary ","All Students",90.9,9.1
"New Kent County Public Schools","New Kent Elementary ","American Indian",NA,NA
"New Kent County Public Schools","New Kent Elementary ","Asian",85.7,14.3
"New Kent County Public Schools","New Kent Elementary ","Black",86.3,13.7
"New Kent County Public Schools","New Kent Elementary ","Economically Disadvantaged",88.6,11.4
"New Kent County Public Schools","New Kent Elementary ","English Learners",100,0
"New Kent County Public Schools","New Kent Elementary ","Female",88.2,11.8
"New Kent County Public Schools","New Kent Elementary ","Hispanic",93.5,6.5
"New Kent County Public Schools","New Kent Elementary ","Homeless",NA,NA
"New Kent County Public Schools","New Kent Elementary ","Male",93.5,6.5
"New Kent County Public Schools","New Kent Elementary ","Multiple Races",82.9,17.1
"New Kent County Public Schools","New Kent Elementary ","Native Hawaiian",NA,NA
"New Kent County Public Schools","New Kent Elementary ","Students with Disabilities",84.6,15.4
"New Kent County Public Schools","New Kent Elementary ","White",92,8
"New Kent County Public Schools","New Kent High ","All Students",89,11
"New Kent County Public Schools","New Kent High ","American Indian",NA,NA
"New Kent County Public Schools","New Kent High ","Asian",100,0
"New Kent County Public Schools","New Kent High ","Black",85.7,14.3
"New Kent County Public Schools","New Kent High ","Economically Disadvantaged",76.7,23.3
"New Kent County Public Schools","New Kent High ","English Learners",100,0
"New Kent County Public Schools","New Kent High ","Female",88.4,11.6
"New Kent County Public Schools","New Kent High ","Hispanic",94.3,5.7
"New Kent County Public Schools","New Kent High ","Homeless",NA,NA
"New Kent County Public Schools","New Kent High ","Male",89.5,10.5
"New Kent County Public Schools","New Kent High ","Multiple Races",88.6,11.4
"New Kent County Public Schools","New Kent High ","Students with Disabilities",81.8,18.2
"New Kent County Public Schools","New Kent High ","White",89.2,10.8
"New Kent County Public Schools","New Kent Middle ","All Students",87.2,12.8
"New Kent County Public Schools","New Kent Middle ","American Indian",NA,NA
"New Kent County Public Schools","New Kent Middle ","Asian",91.7,8.3
"New Kent County Public Schools","New Kent Middle ","Black",89.4,10.6
"New Kent County Public Schools","New Kent Middle ","Economically Disadvantaged",72.4,27.6
"New Kent County Public Schools","New Kent Middle ","English Learners",83.3,16.7
"New Kent County Public Schools","New Kent Middle ","Female",86.1,13.9
"New Kent County Public Schools","New Kent Middle ","Hispanic",77.8,22.2
"New Kent County Public Schools","New Kent Middle ","Homeless",NA,NA
"New Kent County Public Schools","New Kent Middle ","Male",88.2,11.8
"New Kent County Public Schools","New Kent Middle ","Multiple Races",88.9,11.1
"New Kent County Public Schools","New Kent Middle ","Native Hawaiian",NA,NA
"New Kent County Public Schools","New Kent Middle ","Students with Disabilities",85.1,14.9
"New Kent County Public Schools","New Kent Middle ","White",87.6,12.4
"Newport News City Public Schools","Achievable Dream Academy","All Students",86.8,13.2
"Newport News City Public Schools","Achievable Dream Academy","American Indian",NA,NA
"Newport News City Public Schools","Achievable Dream Academy","Asian",100,0
"Newport News City Public Schools","Achievable Dream Academy","Black",87.2,12.8
"Newport News City Public Schools","Achievable Dream Academy","Economically Disadvantaged",85.7,14.3
"Newport News City Public Schools","Achievable Dream Academy","English Learners",100,0
"Newport News City Public Schools","Achievable Dream Academy","Female",89.5,10.5
"Newport News City Public Schools","Achievable Dream Academy","Hispanic",86.7,13.3
"Newport News City Public Schools","Achievable Dream Academy","Homeless",NA,NA
"Newport News City Public Schools","Achievable Dream Academy","Male",83.9,16.1
"Newport News City Public Schools","Achievable Dream Academy","Multiple Races",75,25
"Newport News City Public Schools","Achievable Dream Academy","Native Hawaiian",NA,NA
"Newport News City Public Schools","Achievable Dream Academy","Students with Disabilities",80,20
"Newport News City Public Schools","Achievable Dream Academy","White",75,25
"Newport News City Public Schools","Achievable Dream Middle/High ","All Students",92.5,7.5
"Newport News City Public Schools","Achievable Dream Middle/High ","American Indian",NA,NA
"Newport News City Public Schools","Achievable Dream Middle/High ","Black",92.3,7.7
"Newport News City Public Schools","Achievable Dream Middle/High ","Economically Disadvantaged",90.3,9.7
"Newport News City Public Schools","Achievable Dream Middle/High ","English Learners",100,0
"Newport News City Public Schools","Achievable Dream Middle/High ","Female",92.5,7.5
"Newport News City Public Schools","Achievable Dream Middle/High ","Hispanic",97,3
"Newport News City Public Schools","Achievable Dream Middle/High ","Homeless",NA,NA
"Newport News City Public Schools","Achievable Dream Middle/High ","Male",92.5,7.5
"Newport News City Public Schools","Achievable Dream Middle/High ","Multiple Races",86.7,13.3
"Newport News City Public Schools","Achievable Dream Middle/High ","Students with Disabilities",87,13
"Newport News City Public Schools","Achievable Dream Middle/High ","White",100,0
"Newport News City Public Schools","B.C. Charles Elementary ","All Students",85.6,14.4
"Newport News City Public Schools","B.C. Charles Elementary ","American Indian",NA,NA
"Newport News City Public Schools","B.C. Charles Elementary ","Asian",100,0
"Newport News City Public Schools","B.C. Charles Elementary ","Black",80,20
"Newport News City Public Schools","B.C. Charles Elementary ","Economically Disadvantaged",74.9,25.1
"Newport News City Public Schools","B.C. Charles Elementary ","English Learners",95.2,4.8
"Newport News City Public Schools","B.C. Charles Elementary ","Female",84.5,15.5
"Newport News City Public Schools","B.C. Charles Elementary ","Hispanic",87.8,12.2
"Newport News City Public Schools","B.C. Charles Elementary ","Homeless",NA,NA
"Newport News City Public Schools","B.C. Charles Elementary ","Male",86.6,13.4
"Newport News City Public Schools","B.C. Charles Elementary ","Multiple Races",87.8,12.2
"Newport News City Public Schools","B.C. Charles Elementary ","Native Hawaiian",NA,NA
"Newport News City Public Schools","B.C. Charles Elementary ","Students with Disabilities",75.8,24.2
"Newport News City Public Schools","B.C. Charles Elementary ","White",89,11
"Newport News City Public Schools","B.T. Washington Middle ","All Students",95.5,4.5
"Newport News City Public Schools","B.T. Washington Middle ","Asian",100,0
"Newport News City Public Schools","B.T. Washington Middle ","Black",95.3,4.7
"Newport News City Public Schools","B.T. Washington Middle ","Economically Disadvantaged",93.4,6.6
"Newport News City Public Schools","B.T. Washington Middle ","English Learners",100,0
"Newport News City Public Schools","B.T. Washington Middle ","Female",96.3,3.7
"Newport News City Public Schools","B.T. Washington Middle ","Hispanic",94,6
"Newport News City Public Schools","B.T. Washington Middle ","Homeless",NA,NA
"Newport News City Public Schools","B.T. Washington Middle ","Male",94.5,5.5
"Newport News City Public Schools","B.T. Washington Middle ","Multiple Races",96.4,3.6
"Newport News City Public Schools","B.T. Washington Middle ","Students with Disabilities",92.9,7.1
"Newport News City Public Schools","B.T. Washington Middle ","White",95.8,4.2
"Newport News City Public Schools","Carver Elementary","All Students",89.9,10.1
"Newport News City Public Schools","Carver Elementary","Asian",100,0
"Newport News City Public Schools","Carver Elementary","Black",91.5,8.5
"Newport News City Public Schools","Carver Elementary","Economically Disadvantaged",89.9,10.1
"Newport News City Public Schools","Carver Elementary","English Learners",98.3,1.7
"Newport News City Public Schools","Carver Elementary","Female",89.8,10.2
"Newport News City Public Schools","Carver Elementary","Hispanic",95.7,4.3
"Newport News City Public Schools","Carver Elementary","Homeless",NA,NA
"Newport News City Public Schools","Carver Elementary","Male",90,10
"Newport News City Public Schools","Carver Elementary","Multiple Races",89.2,10.8
"Newport News City Public Schools","Carver Elementary","Students with Disabilities",83.7,16.3
"Newport News City Public Schools","Carver Elementary","White",75.6,24.4
"Newport News City Public Schools","Crittenden Middle","All Students",87.5,12.5
"Newport News City Public Schools","Crittenden Middle","American Indian",NA,NA
"Newport News City Public Schools","Crittenden Middle","Asian",100,0
"Newport News City Public Schools","Crittenden Middle","Black",84.4,15.6
"Newport News City Public Schools","Crittenden Middle","Economically Disadvantaged",82,18
"Newport News City Public Schools","Crittenden Middle","English Learners",98.2,1.8
"Newport News City Public Schools","Crittenden Middle","Female",87.7,12.3
"Newport News City Public Schools","Crittenden Middle","Hispanic",97.2,2.8
"Newport News City Public Schools","Crittenden Middle","Homeless",NA,NA
"Newport News City Public Schools","Crittenden Middle","Male",87.3,12.7
"Newport News City Public Schools","Crittenden Middle","Multiple Races",92.6,7.4
"Newport News City Public Schools","Crittenden Middle","Native Hawaiian",NA,NA
"Newport News City Public Schools","Crittenden Middle","Students with Disabilities",83.1,16.9
"Newport News City Public Schools","Crittenden Middle","White",90.4,9.6
"Newport News City Public Schools","David A. Dutrow Elementary","All Students",93.5,6.5
"Newport News City Public Schools","David A. Dutrow Elementary","Asian",100,0
"Newport News City Public Schools","David A. Dutrow Elementary","Black",94.1,5.9
"Newport News City Public Schools","David A. Dutrow Elementary","Economically Disadvantaged",90.2,9.8
"Newport News City Public Schools","David A. Dutrow Elementary","English Learners",93.5,6.5
"Newport News City Public Schools","David A. Dutrow Elementary","Female",94.9,5.1
"Newport News City Public Schools","David A. Dutrow Elementary","Hispanic",92.7,7.3
